gene	log2FC	p	padj	n
ENSG00000279928	-0.401798917547326	0.239570626043813	0.81257757548818	18
ENSG00000228037	0.236259046210885	0.263531376246854	0.823216172671331	18
ENSG00000157911	0.0564769625998107	0.660849946310263	0.943034427370447	18
ENSG00000142655	-0.0169612080431771	0.846332253031894	0.980677071438681	18
ENSG00000149527	0.469228985777139	0.00210482186099248	0.378465542564044	18
ENSG00000171621	0.0924784672378016	0.59436174078257	0.928043984833207	18
ENSG00000142583	-0.494812138378341	0.0192875813678795	0.597774158237084	18
ENSG00000287727	0.255209451327644	0.303432169104687	0.838031952274032	18
ENSG00000226457	0.104254858818239	0.517621806336576	0.907091036425912	18
ENSG00000173614	-0.0547308882537094	0.726356726346728	0.956958872137374	18
ENSG00000233623	0.261260833674732	0.582988110890922	0.925603802247686	18
ENSG00000204624	-0.401044568237208	0.243017036697056	0.814433364368965	18
ENSG00000142606	-0.370226532150226	0.39936600785044	0.877310671715286	18
ENSG00000225931	-0.166263041088273	0.443015172965175	0.891357722362014	18
ENSG00000171729	0.067728853821022	0.883213388847446	0.986149158201792	18
ENSG00000279457	0.118303703161028	0.319800718584774	0.842848230608645	18
ENSG00000229393	0.0356769995034478	0.932668656435282	0.993928008575459	18
ENSG00000037637	-0.0591878256511786	0.276718828665057	0.826278551185569	18
ENSG00000159423	-0.378196287963524	0.025739402894621	0.629544787615865	18
ENSG00000157916	0.0266197118700072	0.764249837783396	0.964984047431429	18
ENSG00000157881	-0.0706685595885164	0.448741581981939	0.892764337263244	18
ENSG00000048707	-0.0207567254238765	0.841539282260046	0.979020091491206	18
ENSG00000162444	-0.556862873851999	0.0471570807549345	0.667185107404373	18
ENSG00000180758	0.128677764886417	0.361616650413829	0.861831050732568	18
ENSG00000184677	0.0203488715973702	0.810627737245791	0.973732709325439	18
ENSG00000288398	0.054864221940083	0.672195144249863	0.9470449995671	18
ENSG00000131697	0.04814518665195	0.669994789364526	0.946193997152896	18
ENSG00000233929	-0.0491688178804699	0.855483631833918	0.982406263681515	18
ENSG00000055070	0.106878785149395	0.295412339737293	0.832621122954775	18
ENSG00000225643	0.234236256597833	0.459482455885293	0.89504565110187	18
ENSG00000204138	-0.0678673941807881	0.474698719615965	0.896784623656035	18
ENSG00000237058	-0.23535793748054	0.590451580717957	0.927859355432627	18
ENSG00000090020	-0.178104274371503	0.128486167460409	0.754355583277066	18
ENSG00000157978	-0.129483471807261	0.334482097885813	0.849883775858007	18
ENSG00000158006	-0.123550974536776	0.353571830374949	0.857921969851506	18
ENSG00000214812	-0.0773149492896738	0.870711134390072	0.98580623275688	18
ENSG00000196581	-0.666228654329218	0.0585074103751536	0.682147020841517	18
ENSG00000169403	-0.235541147130092	0.330468692840856	0.847319915760551	18
ENSG00000171612	0.243950141016355	0.0303722134316392	0.634045566072271	18
ENSG00000158161	-0.270177497732441	0.0422182107203073	0.667185107404373	18
ENSG00000142627	-0.846224544466776	0.000438708628685329	0.227109903712956	18
ENSG00000142632	-0.00717584051309919	0.957234541632227	0.996955919778605	18
ENSG00000189337	0.197761757567094	0.578497906815313	0.924250268814289	18
ENSG00000028137	-0.168863288037413	0.323503744717675	0.843748187128829	18
ENSG00000130939	-0.113379631244291	0.055863661973905	0.677031715562638	18
ENSG00000163867	-0.0998708352411318	0.364613000441421	0.862533160421416	18
ENSG00000134698	-0.158327086640501	0.248588526923148	0.815751991059937	18
ENSG00000132881	0.27117909695882	0.0628420491874341	0.68973943933102	18
ENSG00000232273	0.546128962453757	0.0962721973562267	0.727557595304357	18
ENSG00000130940	0.146392486353905	0.17963442557445	0.7841685743236	18
ENSG00000163879	0.041531947571115	0.913817782287932	0.99113676452044	18
ENSG00000116954	0.0816416033520604	0.411559902768851	0.880907228619858	18
ENSG00000228589	0.00700143770552113	0.959823473326817	0.997323170904981	18
ENSG00000163873	0.0998628719925121	0.913338402689688	0.99113676452044	18
ENSG00000117215	0.125816934325441	0.684506725971326	0.94997055201387	18
