gene	log2FC	p	padj	n
ENSG00000223972.5	-0.123635018733514	0.726318662835607	0.898916350143556	38
ENSG00000278267.1	-0.728961770392476	0.0055474097599816		38
ENSG00000227232.5	-0.302986624564257	0.049663006783093	0.317569050912089	38
ENSG00000243485.5	-0.534702118648677	0.0593210037986347		38
ENSG00000237613.2	-0.143106452218203	0.713237567578925		38
ENSG00000238009.6	0.149559443827336	0.375404335129227	0.703479588128649	38
ENSG00000233750.3	0.124502777384487	0.595733317409568	0.833556755293396	38
ENSG00000268903.1	-0.604683515871314	0.0598368401266759	0.339915818359821	38
ENSG00000269981.1	-0.970931046986049	0.0034020681576381	0.099267473291092	38
ENSG00000239906.1	-0.369580772976027	0.195353016690475	0.544850111736611	38
ENSG00000241860.6	-0.24312751309451	0.324475077455245	0.663601159836098	38
ENSG00000273874.1	-0.574975119039516	0.00255376482723969	0.0898383401764264	38
ENSG00000279457.4	-0.356305538966349	0.00743268634657857	0.140776266172647	38
ENSG00000241670.3	0.239977848422099	0.175317264162815	0.521857566928087	38
ENSG00000228463.9	0.122044981386644	0.337329999904393	0.674005039681516	38
ENSG00000250575.1	-0.449514853350961	0.00835777740904335	0.147431661718349	38
ENSG00000237094.11	-0.211691067381031	0.350154295614416	0.683062629268966	38
ENSG00000225972.1	-0.232108810592552	0.214889918840643	0.567230122141443	38
ENSG00000225630.1	0.238039471763366	0.256931852915405	0.606258466931754	38
ENSG00000278791.1	0.102402796507549	0.64438117392864	0.858334396449814	38
ENSG00000237973.1	0.322971716578017	0.0275894316450636	0.245575073268776	38
ENSG00000229344.1	-0.0251315388419976	0.905801071860319	0.967969743547225	38
ENSG00000240409.1	0.0693997899686916	0.787822233734671		38
ENSG00000248527.1	0.122895126815606	0.416002907515424	0.730748189390313	38
ENSG00000198744.5	0.228548035615014	0.117646314221505	0.448455956567411	38
ENSG00000229376.3	0.484150341274819	0.0485683285336074		38
ENSG00000228327.3	-0.252605212838115	0.115728376958322	0.445998497722709	38
ENSG00000237491.8	0.152070774811356	0.380878834037042	0.708031660484005	38
ENSG00000230092.7	0.254931095886641	0.254645159744417	0.604435840210291	38
ENSG00000177757.2	0.411833916148626	0.0714813333218244	0.365829903774229	38
ENSG00000225880.5	-0.0361499172205309	0.81142171475098	0.932341057089686	38
ENSG00000230021.8	0.120923718411529	0.596502612885278	0.833984615561977	38
ENSG00000228794.8	-0.121966027177137	0.372100445189544	0.700832486772961	38
ENSG00000230368.2	0.112385976028522	0.66007708375211	0.865736839514509	38
ENSG00000230699.2	-1.27520190388762	0.00134180329337258	0.0715930961948866	38
ENSG00000241180.1	-1.38524179541713	0.00011606837588639	0.0298905517887753	38
ENSG00000272438.1	-1.17285167831855	0.00266928138605009	0.0903729883242818	38
ENSG00000223764.2	-1.15158259322857	3.63218306659044e-06	0.00534362038289251	38
ENSG00000187634.11	-0.525119943751981	0.0111865232445088	0.1660157650186	38
ENSG00000188976.10	-0.311375676915116	0.00149587751278376	0.0744686848755395	38
ENSG00000187961.13	-0.607912478597169	0.00216177316746669	0.0847082272772408	38
ENSG00000187583.10	-0.555829961143585	0.0565563999964069	0.332290905718195	38
ENSG00000187642.9	-0.390807149683561	0.136908076506669	0.474506780185728	38
ENSG00000272512.1	-1.5773753155657	2.50781582057152e-05	0.0157775728777562	38
ENSG00000188290.10	-0.280526313194082	0.189598315626036	0.53835058884415	38
ENSG00000224969.1	-0.895723647646229	0.000862232364222757	0.0608393088368942	38
ENSG00000187608.8	-0.221817325656226	0.492882356873547	0.77873760634008	38
ENSG00000242590.1	-0.630893294576588	0.00413952492500573	0.110294690230344	38
ENSG00000188157.14	-0.714493192173423	0.00132344527280701	0.0715398850257695	38
ENSG00000273443.1	-0.285132890967289	0.528045763397409		38
ENSG00000217801.9	-0.0283283964685392	0.930585643533083	0.976929687200268	38
ENSG00000237330.2	-0.585262370988862	0.159466500869411	0.503996474140355	38
ENSG00000131591.17	-0.395957428142677	0.00293321978113201	0.095248488002502	38
