"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"100507417",14.1282002539433,-0.693334832044572,0.255161984614436,-2.71723404680457,0.00658300378894072,0.826634242119153,NA
"55332",698.284871580473,-0.295906133544244,0.109328564106976,-2.70657660201871,0.00679808968033198,0.826634242119153,"DRAM1"
"89837",16.9161500313834,-0.709217572237541,0.261710430504483,-2.70993238928394,0.00672969246657262,0.826634242119153,"ULK4P3"
"440288",87.8708167398652,0.376110724936571,0.139014151546583,2.70555710157709,0.00681899237414346,0.826634242119153,"UBL7-DT"
"9899",8.56429212591227,-0.990069891814126,0.365135422914217,-2.71151422097638,0.00669766680055824,0.826634242119153,"SV2B"
"1747",8.96390823142831,1.42297965149493,0.522664150168241,2.72255070686766,0.00647800912919518,0.826634242119153,"DLX3"
"55273",83.6309024715398,-1.62589100138379,0.597313548372124,-2.72200589759747,0.00648869844713796,0.826634242119153,"TMEM100"
"126006",52.5934141708792,0.664601333703513,0.245655206985947,2.70542335274633,0.00682173889127456,0.826634242119153,"PCP2"
"79750",49.142953077955,-0.831018111777047,0.306928976727021,-2.70752576260059,0.00677868093355887,0.826634242119153,"ZNF385D"
"3575",25.5966935348399,-0.895277083176562,0.33023646468568,-2.71101825181144,0.00670769338658153,0.826634242119153,"IL7R"
"219285",905.698685513268,-0.450777295627535,0.166323919726465,-2.71023732707166,0.0067235080264262,0.826634242119153,"SAMD9L"
"645191",10.3242058467688,-0.893351236694743,0.33066470522534,-2.70168307224064,0.00689894883301291,0.831543513596131,"LINGO3"
"2115",190.800430696351,-0.872602009890352,0.323243164900534,-2.6995219223239,0.00694391807190204,0.83253536248307,"ETV1"
"100216479",48.4569215064172,-0.75501418668939,0.28026861111137,-2.69389491636425,0.00706224265487394,0.839373383662875,"FAR2P2"
"22871",349.198619842294,-0.332393492600685,0.123415337763743,-2.69329160073275,0.00707503602293068,0.839373383662875,"NLGN1"
"10970",2836.12985533053,0.284997613956806,0.106023081677377,2.68807140339535,0.00718660273691596,0.848168843846436,"CKAP4"
"143162",223.495655754042,-0.656392975919953,0.244891425273204,-2.6803428302468,0.00735467931633492,0.86350794460181,"FRMPD2"
"200132",28.0695387890429,-0.73723226333447,0.276904304776869,-2.66240809773085,0.00775837523792064,0.880830109617673,"DYNLT5"
"400322",2927.84778821255,-0.480952752381152,0.180246231397955,-2.66830961541318,0.00762339701963676,0.880830109617673,"HERC2P2"
"100507452",1032.00730221767,-0.507250219594545,0.190932724362268,-2.6566960760069,0.00789105475303231,0.880830109617673,NA
"1398",1513.47272373397,0.127184874037686,0.047858928323562,2.65749523637098,0.00787237030022908,0.880830109617673,"CRK"
"100505693",13.8279246519528,-0.788571432740347,0.295376223806925,-2.66971871526059,0.00759148134618193,0.880830109617673,NA
"3800",77.606676488538,-0.470286882503443,0.176738248049935,-2.66092307518274,0.0077926758292659,0.880830109617673,"KIF5C"
"645446",8.96886014734299,-0.897511046074763,0.336334151498203,-2.66850999839533,0.00761885108360059,0.880830109617673,NA
"170690",292.899888698921,-1.03590609233913,0.390165300388252,-2.65504413464833,0.00792980328164189,0.880830109617673,"ADAMTS16"
"10457",1682.39353922502,-0.48912208945844,0.183788174289259,-2.66133602637907,0.00778312399825683,0.880830109617673,"GPNMB"
"7013",426.566899673739,-0.219371347202834,0.0824160272089851,-2.66175590636718,0.00777342265695628,0.880830109617673,"TERF1"
"4325",589.672301751823,-0.793332652297329,0.298607177570917,-2.65677690252077,0.00788916321680823,0.880830109617673,"MMP16"
"4638",2398.25291854582,-0.436984227822727,0.164766725443756,-2.65213881410718,0.00799836510850501,0.88411196760353,"MYLK"
"3783",14.9652155555791,-1.2037995738512,0.454331715234561,-2.64960497690483,0.00805859323555817,0.886445255911399,"KCNN4"
"80070",9.06647673259795,-1.69675024654499,0.64104276919085,-2.64685966068488,0.00812430611065956,0.889356408055776,"ADAMTS20"
"100506695",30.1036958221465,-1.02645325151475,0.388091191388804,-2.64487644731523,0.00817207499504723,0.890284708595049,NA
"684",206.05426685449,-0.599029023524959,0.226942129473953,-2.63956729811911,0.00830119397887747,0.895738359816017,"BST2"
"256006",32.1064729841437,-0.522201535462875,0.197796696555291,-2.64009229960471,0.00828834506705443,0.895738359816017,"ANKRD31"
"338442",7.73174818458735,-1.15427642249869,0.437936113677967,-2.63571874172378,0.0083959291539592,0.897413936927904,"HCAR2"
"151473",327.142510657948,-0.430421903994324,0.163212708908689,-2.63718375163498,0.00835975340854028,0.897413936927904,"SLC16A14"
"100507675",12.0598700889445,1.09210981384725,0.415336457367586,2.62945810432601,0.00855210689274316,0.909815691030798,NA
"22982",1705.39305405498,-0.236111752631129,0.0900256227273313,-2.62271723847178,0.00872316362047196,0.911900043511651,"DIP2C"
"653247",26.6354518432728,0.819566564322907,0.312187279516266,2.62524009816423,0.00865878854586426,0.911900043511651,"PRB2"
"497190",63.7646804664129,0.619444434437701,0.236217652097968,2.62234608182793,0.00873267031959524,0.911900043511651,"CLEC18B"
"2798",117.004410912773,-0.662368913999833,0.252319593160999,-2.62511882530339,0.00866187328810934,0.911900043511651,"GNRHR"
"9588",2167.22866880123,0.277680025349521,0.106245103307859,2.61357951288264,0.00895992323688721,0.911953245390196,"PRDX6"
"54839",192.802529330692,-0.511274935661841,0.195592141065119,-2.61398506544095,0.00894929483077718,0.911953245390196,"LRRC49"
"285190",131.320434605507,0.335829153479994,0.128569392010514,2.6120459016601,0.00900021691581461,0.911953245390196,"RGPD4"
"4600",307.82932754233,-0.766026731162495,0.293329515559315,-2.61148875421503,0.00901489527658446,0.911953245390196,"MX2"
"373863",278.688726635582,0.272345916820931,0.103985795123062,2.61906846505933,0.00881702495904185,0.911953245390196,"DND1"
"5991",725.18965501974,-0.403002046565757,0.154066699658472,-2.61576348074642,0.00890282033642651,0.911953245390196,"RFX3"
