"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000185298",482.166471735453,1.99157278506281,0.316370363631639,6.29506747155897,3.07266178833375e-10,5.54738359265775e-06
"ENSG00000242550",82.4363351415768,-5.1655923621441,1.08335289965255,-4.76815298486837,1.85922581250574e-06,0.00839161570474465
"ENSG00000255439",24.8655161922175,8.07295162142704,1.53420387425358,5.26198099020882,1.42511504374816e-07,0.000857634233327645
"ENSG00000260007",106.160819230273,-2.16582646964418,0.408912661062784,-5.29655028048064,1.18010854572893e-07,0.000857634233327645
