gene	log2FC	p	padj	n
ENSG00000260007	-133	0.000633644331481222	1	10
ENSG00000143702	-1698	0.000669857300557878	1	10
ENSG00000156030	-3805.6	0.0010977259395902	1	10
ENSG00000157388	-176.6	0.00148095188010933	1	10
ENSG00000175003	-115.8	0.00151830497883453	1	10
ENSG00000144550	-16.6	0.00212870062964771	1	10
ENSG00000134444	-879.2	0.00217318912710994	1	10
ENSG00000167740	207.8	0.00230991239679653	1	10
ENSG00000092140	-506.4	0.00290854880355819	1	10
ENSG00000054967	-626.4	0.00344729836694469	1	10
ENSG00000161939	525.4	0.00419893299075347	1	10
ENSG00000161249	252.6	0.00437521633900774	1	10
ENSG00000100276	-26.2	0.00449326423059515	1	10
ENSG00000101247	-224	0.00458382494445035	1	10
ENSG00000160145	-261.2	0.00459703601335154	1	10
ENSG00000197208	-220	0.00550047090075917	1	10
ENSG00000267127	-19.8	0.00600883184731694	1	10
ENSG00000189221	596	0.00613763459572568	1	10
ENSG00000168502	-810	0.00616309229922557	1	10
ENSG00000140455	-929.2	0.00643373315674143	1	10
ENSG00000164100	9.8	0.00672010800667471	1	10
ENSG00000126583	-81	0.00701004044660499	1	10
ENSG00000114279	1592.8	0.00741382028437722	1	10
ENSG00000185298	628.2	0.00754147473355848	1	10
ENSG00000114541	-1703	0.00794281905695926	1	10
ENSG00000049249	-65.2	0.00875873339553624	1	10
ENSG00000173846	-1823.8	0.00876630458582709	1	10
ENSG00000164107	-90	0.00910630247462754	1	10
ENSG00000265629	30.4	0.00912309197525403	1	10
ENSG00000213889	-91.6	0.00920193665767028	1	10
ENSG00000258466	-31.8	0.0092370151349165	1	10
ENSG00000159322	-1415.6	0.00977248105440851	1	10
ENSG00000122417	-1278.6	0.00981128932278582	1	10
ENSG00000140488	-100.6	0.00986294582429115	1	10
ENSG00000255346	-23.8	0.0100217377169374	1	10
ENSG00000003987	-17.4	0.0102518508110305	1	10
ENSG00000165669	-369.8	0.0108659035226149	1	10
ENSG00000108433	-335	0.0109882578653219	1	10
ENSG00000269403	14.2	0.011035574787162	1	10
ENSG00000140525	-124.6	0.0112356327300218	1	10
ENSG00000151229	-427.2	0.0118704865482409	1	10
ENSG00000172785	606.2	0.0121363779553031	1	10
ENSG00000076356	-256.4	0.012365393128047	1	10
ENSG00000137955	-834	0.0124350350069868	1	10
ENSG00000155719	-25.4	0.0125757395494795	1	10
ENSG00000153822	17.6	0.0128264414481052	1	10
ENSG00000178386	-62.2	0.013016200829827	1	10
ENSG00000256391	-56	0.0136398404620224	1	10
ENSG00000135476	-138.2	0.013751613311469	1	10
ENSG00000136874	562.8	0.0142085448452085	1	10
ENSG00000111012	-249.4	0.0142704043645963	1	10
ENSG00000089123	-128	0.014481116944877	1	10
ENSG00000171428	-60	0.014667559389301	1	10
ENSG00000198363	-2196.2	0.0148938206359512	1	10
ENSG00000183091	-584.4	0.0149581174917958	1	10
ENSG00000145241	-1025	0.015102237471248	1	10
ENSG00000066185	26.6	0.0152410346866045	1	10
ENSG00000106462	-570.6	0.0152477759428449	1	10
ENSG00000171219	-391	0.0153167086506941	1	10
ENSG00000110025	223.6	0.0155162977914274	1	10
ENSG00000217442	-7.2	0.0164686872577978	1	10
ENSG00000153922	-4057.6	0.0165603188285824	1	10
ENSG00000166368	-13.4	0.0165785419025532	1	10
ENSG00000268439	-33.8	0.0166604753093643	1	10
ENSG00000165685	-24.6	0.0166983836067535	1	10
ENSG00000124343	-135.6	0.0167989104171571	1	10
ENSG00000158163	-221.8	0.0168404539913985	1	10
ENSG00000102890	-49.2	0.0172248909625246	1	10
ENSG00000078687	399.6	0.0174702124523477	1	10
ENSG00000123901	-13.8	0.0179477220301933	1	10
ENSG00000165091	-73.4	0.0181541639837084	1	10
ENSG00000174652	-503	0.0183658136340003	1	10
ENSG00000164089	-24.2	0.0186812583374406	1	10
ENSG00000203546	10.4	0.0186907137679679	1	10
ENSG00000152503	-41.2	0.0188208789987692	1	10
ENSG00000088256	1557	0.0192020675408515	1	10
ENSG00000120885	4878.2	0.0192213778751287	1	10
ENSG00000119707	-3822.6	0.0195206815062946	1	10
ENSG00000198939	30.6	0.0196160736839387	1	10
ENSG00000151327	1294.4	0.0202170030404876	1	10
ENSG00000266086	-34.4	0.0204166049088994	1	10
ENSG00000184678	2090.8	0.0204953358930513	1	10
ENSG00000187672	-57.2	0.0207506923650996	1	10
ENSG00000213903	-168.2	0.0210489007969364	1	10
