gene	log2FC	p	padj	n
ATP9A	0.680414250000002	0.00376507029884205	0.468503817582445	8
FBLN2	-0.480020499999999	0.00379036691182816	0.468503817582445	8
APBB2	0.484840250000001	0.00379645906611797	0.468503817582445	8
ILF3-DT	-0.591296249999999	0.00381236594083557	0.468503817582445	8
COPS4	-0.49568975	0.00382562880775599	0.468503817582445	8
LMO4	-0.556497749999998	0.00382716275887993	0.468503817582445	8
COX14	-0.513613999999999	0.00385413678426648	0.469269147907601	8
HDAC1	-0.426931249999999	0.00390204950276951	0.469759351982865	8
PRXL2A	-0.99755825	0.00390986758709446	0.469759351982865	8
PLSCR1	-0.454587749999999	0.00395456811124484	0.469759351982865	8
SERINC2	-0.733924249999997	0.00396920762224927	0.469759351982865	8
ZCCHC24	-0.370003249999999	0.0040230343578338	0.469759351982865	8
KLHL13	-0.760534499999999	0.00403531685656193	0.469759351982865	8
HINT2	-0.4187015	0.00410262094414171	0.469759351982865	8
