"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-19a-3p",75.9917040798836,-0.626353298185827,0.403255805724119,-1.55324062120097,0.120365660118745,0.488895840485301
"hsa-miR-19b-3p",75.295292125199,-0.659382742276213,0.402491684937936,-1.63825183712277,0.101369170164933,0.453711554075273
"hsa-miR-200a-3p",90.5326926967815,-0.301237302590963,0.597192025767544,-0.50442284825186,0.613964265499672,0.883537316520756
"hsa-miR-200a-5p",0.432911096346767,2.25458662483697,3.02457131732353,0.745423528922466,0.456015724308065,NA
"hsa-miR-200b-3p",37.4010204487521,0.902199805240108,0.733488035681829,1.23001298092265,0.218692243913228,0.624585048616178
"hsa-miR-200b-5p",2.58523653742495,-0.89601224831322,2.10922011985373,-0.424807368315525,0.670977105853498,NA
"hsa-miR-200c-3p",280.082957079257,-0.179414200191571,0.570152574866301,-0.314677523351786,0.753006511667943,0.896452514614972
"hsa-miR-202-3p",2.62945269634839,-4.07564997085071,2.49554870862824,-1.63316787076098,0.102433695308882,NA
"hsa-miR-203a-3p",549.749919200956,-0.136231678647267,0.529313757163959,-0.257374150593007,0.796889955740677,0.915671208649392
"hsa-miR-204-3p",1.42333442227171,1.23440032344355,2.91378814664384,0.42364106836846,0.671827599622449,NA
"hsa-miR-204-5p",79.138878287389,-0.732863289263856,0.504242880436894,-1.45339342943003,0.1461145497505,0.539172943416411
"hsa-miR-205-5p",54.9104054393113,-0.31121698154062,0.728672892730928,-0.427101082866193,0.669305704272131,0.884176186771065
"hsa-miR-206",6.15749492267518,-0.294623171461228,1.52880430673768,-0.192714770728195,0.847182354929162,0.932629376334691
"hsa-miR-208a-3p",1.00607430131012,3.4636299117491,2.99645957970572,1.15590743663202,0.247719020487656,NA
"hsa-miR-20a-3p",1.95159938172883,0.419028795772574,2.23818019783769,0.187218525200696,0.851489300627351,NA
"hsa-miR-20a-5p",611.537063326562,0.0508515886926109,0.34561373312161,0.147134166901632,0.88302612205825,0.938846074356208
"hsa-miR-20b-5p",170.740872820966,0.190905670630968,0.476232111466948,0.400866858899785,0.688518151043014,0.884176186771065
"hsa-miR-21-3p",2.2441890190653,1.02129853016507,2.43906520701086,0.418725390050845,0.675416837597004,NA
"hsa-miR-21-5p",3135.39431716795,0.545138262395656,0.230946067619319,2.36045700199684,0.0182524341195055,0.197458150929196
"hsa-miR-210-3p",12.7005838737937,-0.426055642292722,0.917031092384221,-0.464603267905568,0.642215591626409,0.883537316520756
"hsa-miR-2110",107.644212054432,0.310886149674835,0.352717100835695,0.881403677162944,0.378099368110204,0.825829999365243
"hsa-miR-2116-3p",1.98801931013406,-0.926910753198403,2.44733918090772,-0.378742252168991,0.704879274027385,NA
"hsa-miR-2116-5p",0.790891117563949,-3.1221051289139,3.00196954809686,-1.04001892054275,0.298331110377631,NA
"hsa-miR-212-3p",0.378549603017951,-2.088938861686,3.03072975858427,-0.689252763552824,0.49066421805533,NA
